delovno_mesto;placilo;lokacija;opis;st_prostih_mest;trajanje;delovnik;sifra
DELO V LABORATORIJU;5,00 €/h neto;LJUBLJANA;Išèejo študenta/ko za delo na podroèju biomase. Delo bo vkljuèevalo izvajanje eksperimentov z uporabo vrhunske laboratorijske opreme, prav tako se boš spoznal(a) z naprednimi analitskimi tehnikami (GC/MS, NMR, HPLC, SEC, FTIR), ki se uporabljajo za karakterizacijo produktov, pridobljenih iz lesne biomase. Delo bo potekalo na Odseku za katalizo in reakcijsko inženirstvo (D13). Rok za zbiranje prijav je do 12.11.2018. Prijavo in CV pošlji na e-mail.; 1 ; DLJE ÈASA; Dopoldan; 280562
BLAGAJNIK;4,65 €/h neto;PORTOROŽ;Išèejo polnoletno osebo za delo na blagajni. Pogoj je osnovno znanje italijanskega jezika. Izkušnje so zaželene.; 2 ; DLJE ÈASA; Izmensko; 280561
ADMINISTRATIVNA DELA;4,56 €/h neto;LJUBLJANA;Podjetje išèe zanesljivo, odgovorno in natanèno osebo za administrativna dela. Delo poteka med tednom in zajema skeniranje in fotokopiranje, urejanje in arhiviranje dokumentacije ter druge naloge. Prednost imajo kandidati z izkušnjami pri administrativnem delu in arhiviranju, dobrim znanjem uporabe Microsoft Office-a in študenti/tke zakljuènih letnikov. Prijave + CV pošljite na e-mail (Zadeva: Študentsko delo).; 2 ; PO DOGOVORU; Dopoldan; 280560
FIZIÈNA DELA;6,00 €/h neto;LJUBLJANA;Prièetek dela je okoli 11. ure in bo trajalo cca 3 ure. Pogoj: fizièno moèna oseba.; 3 ; 30.10.2018; Dopoldan; 280559
DELO NA RECEPCIJI<strong>STREŽBA</strong>;4,00 €/h neto;LJUBLJANA ÈRNUÈE;Podjetje išèe zanesljivo in odgovorno polnoletno osebo, ki jo veseli delo s strankami za delo na recepciji fitnesa.  Delovne naloge obsegajo tudi strežbo. Vikendi so delovni. Poleg stimulacije ob plaèilu kandidatu nudijo tudi brezplaèen vstop na fitnes in vodene vadbe ter bone za sonèenje.; 1 ; DLJE ÈASA; Izmensko; 280558
DELO V LABORATORIJU;5,07 €/h neto;LJUBLJANA;Potrebujejo pomoè pri delu v kemijskem laboratoriju. Delo vkljuèuje sodelovanje z raziskovalci in strokovnim osebjem pri izvajanju poskusov, sintezi in karakterizaciji materialov ter njihovem testiranju, spremljanje poskusov in poroèanje o rezultatih meritev. Prijavo in CV prosim pošljite na e-mail.; 1 ; PO DOGOVORU; Dopoldan; 280557
KLICNI CENTER;4,22 €/h neto;LJUBLJANA;Prodajni dohodni klici strank, svetovanje ter prodaja. Potrebna znanja/vešèine: prodajne vešèine (so zaželene, niso pa pogoj), komunikacijske sposobnosti in vešèine vztrajnosti. Seznanitev z njihovimi storitvami, pridobitev novih znanj in izkušenj. Nudijo prijetno delovno okolje v mladi ekipi, fleksibilen urnik ter redno delo in plaèilo. Poleg urne postavke še stimulacija (do 8 €/h).; 1 ; DLJE ÈASA; Po dogovoru; 280556
PRODAJA<strong>DELO V TRGOVINI</strong>;5,07 €/h neto;CELJE;Trgovsko podjetje potrebuje polnoletne osebe za delo s strankami (zbiranje povratnih informacij, zbiranje naroèil in  priprava blaga za konène kupce). Pogoji: prijaznost, ustrežljivost, natanènost....; 5 ; DLJE ÈASA; Po dogovoru; 280555
POMOÈ PRI PRODAJI<strong>DELO NA STOJNICI</strong>;4,22 €/h neto;LJUBLJANA;Išèejo prijazno, ustrežljivo in komunikativno osebo za prodajo  otroških unikatnih oblaèil in modnih dodatkov na stojnici. Delo poteka od èetrtka do sobote po dogovoru. Za prijave poklièite ali jim pišite na e-mail.; 1 ; DLJE ÈASA; Izmensko; 280554
RAZVOZ;4,70 €/h neto;LJUBLJANA;Manjša picerija v Ljubljani išèe pridno osebo za razvoz hrane na dom v popoldanskem èasu. Pogoja sta starost nad 18 let in izpit B-kategorije. Nudijo prijetno vzdušje in redno plaèilo.; 1 ; DLJE ÈASA; Popoldan; 280553
POUÈEVANJE;6,76 €/h neto;LJUBLJANA;Podjetje išèe študenta/ko z znanjem igranja kitare. Pogoji: ljubezen do dela z otroki, starost nad 21 let in restnost.; 1 ; DLJE ÈASA; Popoldan; 280552
POUÈEVANJE;6,76 €/h neto;LJUBLJANA;Podjetje išèe študenta/ko z znanjem igranja klavirja. Pogoji: ljubezen do dela z otroki, starost nad 21 let in restnost.; 1 ; DLJE ÈASA; Popoldan; 280551
STREŽBA HRANE IN PIJAÈE;OD 4,20 DO 5,92 €/H BRUTO + MALICA;KRVAVEC;Pomoè pri prodaji in strežbi hrane in pijaèe na smuèišèu. Pogoj je znanje tujega jezika (anglešèine). Poskrbljeno je za prevoz s kabinsko žiènico. Izkušnje so zaželene.; 5 ; PO DOGOVORU; Po dogovoru; 280550
RAZVOZ;5,00 €/h neto;LJUBLJANA;Razvoz in dostava blaga na obmoèju Ljubljane in okolice. Pogoji: vozniški izpit B kategorije, pridnost, natanènost, poštenost.; 1 ; PO DOGOVORU; Dopoldan; 280549
GRAFIÈNA DELA;PO DOGOVORU;LJUBLJANA;Išèejo ilustratorko ali ilustratorja za izdelavo storyboard-a video igre. Si želiš ustvarjati zanimive izkušnje, ki združujejo multimedijsko tehnologijo s pripovedovanjem zgodb? Prijavi se in zaèni ustvarjati.; 1 ; DLJE ÈASA; Dopoldan; 280548
POMOÈ PRI PRODAJI;4,00 €/h neto;LJUBLJANA;Prodaja kavnih aparatov, kavnih kapsul in ostalih dodatkov za kavo. Možno plaèilo stimulacije. Za prijavo pošlji e-mail.; 3 ; DLJE ÈASA; Po dogovoru; 280546
STREŽBA HRANE IN PIJAÈE;5,00 €/h neto; POSTOJNA;Izkušnje so zaželene. Pogoj je starost nad 18 let.; 1 ; PO DOGOVORU; Po dogovoru; 280545
PRODAJA;4,00 €/h neto;LJUBLJANA;Išèejo komunikativne, urejene in odgovorne osebe, ki imajo veliko prostega èasa in jih veseli delo s strankami. Urna postavka od 4,73 € do 6,00 € bruto.; 2 ; DLJE ÈASA; Izmensko; 280544
DELO V TURIZMU<strong>DELO S STRANKAMI</strong>;5,07 €/h neto;LJUBLJANA;Podjetje potrebuje osebo za delo v prodajno svetlovalnem oddelku za turistiène storitve. Delo obsega pisno komunikacijo s strankami. Potrebno je dobro znanje pisne anglešèine, vešèine dobre komunikacije, zaželeno znanje drugih tujih jezikov (italijanšèina, nemšèina). Želijo si dolgoroènega sodelovanja, možnost kasnejše zaposlitve. Prijave s predstavitvijo pošljite na email.; 1 ; DLJE ÈASA; Po dogovoru; 280542
ARHIVSKO DELO;4,65 €/h neto;LJUBLJANA;Potrebujejo resnega študenta za delo na oddelku dokumentacije. Delo bo obsegalo: pomoè pri urejanju zbirke dokumentarnega gradiva, pomoè pri skeniranju dokumentacije.; 1 ; DLJE ÈASA; Dopoldan; 280541
KURIR;4,73 €/h neto;LJUBLJANA;Dostava pošiljk. Pogoja: starost nad 21let, vozniški izpit B-kategorije. Izkušnje niso pogoj, so pa zaželene. Prijava na e-mail.; 3 ; DLJE ÈASA; Dopoldan; 280540
DELO NA TERENU;5,00 €/h neto;LJUBLJANA;Podjetje potrebuje osebi, stari nad 21 let, za razvoz manjših paketov. Delo poteka s kombijem v dopoldanskem èasu, od 8. ure dalje. Pogoj je izpit B-kategorije. Zaželene so izkušnje s tovrstnim delom. Vikend in prazniki so prosti. Možnost kasnejše redne zaposlitve.; 2 ; DLJE ÈASA; Dopoldan; 280539
PRODAJA<strong>DELO V ZLATARNI</strong>;4,00 €/h neto;POSTOJNA;Podjetje potrebuje študenta/-ko za delo v zlatarni. Zaželene so izkušnje s tovrstnim delom. Nastop dela je možen takoj. Pogoj je starost nad 22 let ter kraj bivanja Postojna.; 1 ; DLJE ÈASA; Izmensko; 280538
ADMINISTRATIVNA DELA;4,00 €/h neto;PTUJ;Podjetje potrebuje vztrajni, vestni in ambiciozni osebi za delo v administraciji in telemarketingu. Delo obsega dogovarjanje terminov, organizacijo dela in naèrtovanje. Podjetje ob fiksni urni postavki nudi tudi stimulacijo in bonuse. Interesenti naj poklièejo ali pošljejo prijavo na kontakt podjetja.; 2 ; DLJE ÈASA; Izmensko; 280537
STREŽBA;4,22 €/h neto;KOPER;Pogoj je starost nad 18 let. Delo v strežbi.; 1 ; DLJE ÈASA; Po dogovoru; 280536
POMOÈ V KUHINJI;PO DOGOVORU;LENART;Restavracija potrebuje osebi za pomoè v kuhinji. Pogoji: resnost, vestnost in osebna urejenost.; 2 ; DLJE ÈASA; Izmensko; 280535
PROGRAMIRANJE;6,76 €/h neto;LJUBLJANA;V ekipi razvoja po naroèilu išèejo študenta/ko, ki bo sodelovala pri razvoju programske opreme na podroèju kontrole pristopa, evidence delovnega èasa in logistike tako na podroèju Slovenije kot tudi v tujini. Zaželena predznanja: C#, Angular in timski duh. Nudijo mentorstvo odliènih strokovnjakov, delo v super ekipi in plaèilo, ki narašèa s pridobitvijo novih znanj. Prijave sprejemamo na e-mail.; 1 ; DLJE ÈASA; Dopoldan; 280534
PRODAJA;4,00 €/h neto;CELJE;Podjetje za dlje èasa išèe osebo, staro nad 19 let, z izkušnjami v prodaji in pri delu na blagajni. Interesenti poklièite na kontakt podjetja. Delo poteka pretežno med tednom, po potrebi.; 1 ; DLJE ÈASA; Po dogovoru; 280533
POUÈEVANJE;PO DOGOVORU;NOVA GORICA;Obèasno vodenje teèajev angleškega in/ali italijanskega jezika. Pogoji: absolvent pedagoške študijske smeri angleškega ali italijanskega jezika.; 2 ; DLJE ÈASA/OBÈASNO; Dopoldan; 280532
PRODAJA;4,00 €/h neto;KOPER;Nudijo delo v prijetnem kolektivu, kjer je dobrodošlo znanje izdelkov in tehnik za ustvarjanje, kar pa ni pogoj. Pogoj je, da radi ustvarjate, ste komunikativni, natanèni in vestni.; 1 ; DLJE ÈASA; Izmensko; 280530
PRODAJA;4,00 €/h neto;MIKLAVŽ NA DRAVSKEM POLJU;Podjetje potrebuje polonoletno in  odgovorno osebo za prodajo v trgovini z moto in nautièno opremo (svetovanje, sestava ponudb, komunikacija po telefonu, delo na blagajni, naroèanje in prevzem robe). Plaèajo tudi stimulacijo. Pogoji: polnoletnost, ljubiteljsko ukvarjanje z motoristiko in nautiko, znanje angleškega ali nemškega jezika,  sposobnost dela v timu. Prijave pošljite na e-mail podjetja.; 1 ; DLJE ÈASA; Po dogovoru; 280529
LAŽJA FIZIÈNA DELA<strong>DELO V SKLADIŠÈU</strong>;5,07 €/h neto;LJUBLJANA ÈRNUÈE;Delo v prevzemno izdajnem centru spletne trgovine obsega lažja fizièna dela, pakiranje, prevzemanje in odpremo blaga. Pogoji: starost nad 18 let, natanènost, vestnost in komunikativnost.; 1 ; DLJE ÈASA; Dopoldan; 280528
ÈIŠÈENJE;5,07 €/h neto;LJUBLJANA;Enostavna dela pri èišèenju elementov prezraèevalnih sistemov. Dnevi in delovni èas po dogovoru. Stroški bodo povrnjeni. Pogoja sta starost nad 18 let in ustrezna fizièna moè. Poklièi.; 1 ; DLJE ÈASA; Po dogovoru; 280527
POMOÈ V TRGOVINI;4,00 €/h neto;DOMŽALE;Podjetje išèe polnoletnega študenta/ko za pomoè pri prodaji v trgovini z darilnim programom. Èe vas zanima delo z ljudmi in imate radi zanimive pripomoèke za dom in prosti èas z vsega sveta, se oglasite. Delo poteka po razporedu, doloèenem za mesec vnaprej. Za delo ob nedeljah in praznikih je urna postavka 9,46 € bruto, med tednom 4,73 € bruto.; 1 ; DLJE ÈASA; Izmensko; 280526
PROGRAMIRANJE;PO DOGOVORU;LJUBLJANA;Išèejo navdušenega ustvarjalca in poznavalca Unreal Engine-a za izdelavo video igre. Video igra bo uporabljala napredne computer vision tehnologije in bo namešèena v nakupovalnem središèu v Singapuru. Veè informacij na spletni strani. Prijavo pošljite na e-mail.; 1 ; PO DOGOVORU; Dopoldan; 280525
FIZIÈNA DELA<strong>RAZNOS</strong>;6,00 €/h neto;ROGLA;Podjetje išèe dve osebi za pomoè pri raznostu materiala. Delo bo poteklo dva dni, prièetek je že danes. Ob urni postavki nudijo povrnjene stroške prevoza.; 2 ; 2 DNI - 29. IN 30.10.2018; Po dogovoru; 280523
SELITVE<strong>SELITEV ARHIVA</strong>;5,00 €/h neto;LJUBLJANA;Selitev arhiva. Delo bo potekalo v ponedeljek in torek.; 1 ; OD 29. DO 30. 10. 2018; Dopoldan; 280522
KIDANJE SNEGA;6,91 €/h neto;KAMNIK;V zimskem èasu (v primeru sneženja) išèejo kandidata za urejanje poti v soseski Mali grad v Kamniku. Zaželene so izkušnje in hitra odzivnost.; 1 ; DLJE ÈASA; Po dogovoru; 280521
KIDANJE SNEGA;7,00 €/h neto;LJUBLJANA;V zimskem èasu (v primeru sneženja) išèejo dva kandidata za kidanje snega. Glavnino naredijo plugi, potrebno pa je odmetati preostanek snega oziroma urediti potke. Delo je odvisno od vremenskih razmer. Zaželena je hitra odzivnost.; 2 ; DLJE ÈASA; Po dogovoru; 280520
DELO V AVTOPRALNICI;5,00 €/h neto;LAVRICA;Delo v avtopralnici na predpranju in na notranjem èišèenju vozil, skrb za urejenost delavnega okolja.  Delo ne poteka ob nedeljah in praznikih.; 1 ; DLJE ÈASA; Po dogovoru; 280519
PRODAJA;4,00 €/h neto;KRANJ;Prodaja copat na stojnici. Zaželene so izkušnje v prodaji ali strežbi. Kandidat/ka mora obvezno imeti èas za delo ob ponedeljkih in torkih eno izmeno - 6 ur, preostale dni po dogovoru. Pri prijavi navedi tudi svojo telefonsko številko. Zraven urne postavke še stimulacija.; 1 ; DLJE ÈASA; Izmensko; 280518
TEŽJA FIZIÈNA DELA;7,00 €/h neto;MARIBOR;Za pomoè pri težjih fiziènih delih (poglobitev kleti) potrebujejo pomoè dveh oseb.; 2 ; CCA 15 UR; Po dogovoru; 280517
STREŽBA;5,00 €/h neto;DOMŽALE;Dnevni bar išèe osebo za delo v strežbi. Možnost redne zaposlitve. Izkušnje niso potrebne.; 2 ; DLJE ÈASA; Po dogovoru; 280516
PRODAJA;5,00 €/h neto;LJUBLJANA - CENTER;Pri prodaji slovenskih, lokalnih izdelkov v novi trgovinici v centru Ljubljane, išèejo odgovorno in komunikativno osebo z odliènim znanjem anglešèine, saj je veèina kupcev tujcev. Oseba naj bo klepetava, samozavestna in stara vsaj 21 let. Želijo si osebo z nekaj izkušnjami in veseljem do prodaje ter komuniciranjem s strankami. Možnost kasnejše redne zaposlitve.; 2 ; DLJE ÈASA; Po dogovoru; 280515
POMOÈ V STREŽBI;4,50 €/h neto;HOÈE;Pomoè v strežbi. Dela se 2 do 3 x tedensko, v popoldanskem èasu, med 15. in 22. uro ali po dogovoru. Zaželene so izkušnje in znanje dela za toèilnim pultom. Pogoj je starost nad 20 let.; 1 ; PO DOGOVORU, 2 DO 3 X TEDENSKO; Popoldan; 280514
POMOÈ V STREŽBI;4,73 €/h neto;JARENINA;Podjetje išèe osebo za pomoè pri strežbi pijaè.; 1 ; DLJE ÈASA; Izmensko; 280513
DELO NA BENCINSKEM SERVISU;4,00 €/h neto;DOMŽALE;V ekipo sprejmejo vestno in urejeno osebo, ki si želi nabrati izkušenj v prodaji. Oseba naj bo komunikativna, prilagodljiva, poštena in organizirana. Delovni èas je fleksibilen, ekipa mlada in razigrana. Potrebujejo kandidate za dlje èasa, za delo med vikendi ali delo med poèitnicami.; 2 ; DLJE ÈASA; Izmensko; 280512
TRŽENJE;4,31 €/h neto;LJUBLJANA;Zavod potrebuje osebo za delo v založništvu (trženje).Zaželeno je poznavanje tematike s podroèja pravic in zašèite živali ter kulture veganstva oziroma vegetarijanstva. Delo obsega tudi  promocijo in distribucijo literature.; 1 ; PO DOGOVORU; Po dogovoru; 280511
TRŽENJE;4,31 €/h neto;MARIBOR;Zavod potrebuje osebo za delo v založništvu (trženje).Zaželeno je poznavanje tematike s podroèja pravic in zašèite živali ter kulture veganstva oziroma vegetarijanstva. Delo obsega tudi  promocijo in distribucijo literature.; 1 ; PO DOGOVORU; Po dogovoru; 280510
TRŽENJE<strong>DELO V ZALOŽNIŠTVU</strong>;4,31 €/h neto;CELJE;Zavod potrebuje osebo za delo v založništvu (trženje).Zaželeno je poznavanje tematike s podroèja pravic in zašèite živali ter kulture veganstva oziroma vegetarijanstva. Delo obsega tudi  promocijo in distribucijo literature.; 1 ; DLJE ÈASA; Po dogovoru; 280509
PROGRAMIRANJE;7,00 €/h neto;LJUBLJANA VIÈ;Podjetje razvija poslovne aplikacije v T-SQL (Microsoft SQL) in programskem okolju Delphi (namizne, spletne, mobilne). Pogoji: študent/ka FRI, starost najmanj 21 let in kljub temu, da se boš vsega potrebnega nauèil/a v podjetju, je obvezno dobro poznavanje vsaj enega programskega jezika (Java, Pythod, PHP, C#, ASP, Delphi ...). Prijavo pošlji na e-naslov.; 2 ; DLJE ÈASA; Dopoldan; 280508
POMOÈ V STREŽBI;5,07 €/h neto;LJUBLJANA;Delo v strežbi poteka med vikendi in po potrebi med tednom. Izkušnje so zaželene. Poklièi ali pošlji prijavo na e-naslov.; 2 ; DLJE ÈASA; Med vikendom; 280507
FIZIÈNA DELA<strong>DELO V TRGOVINI</strong>;4,23 €/h neto;LUCIJA;Delo v trgovini, delo v skladišèu. Pogoja: starost nad 18 let in izpit B kategorije.; 1 ; DLJE ÈASA; Popoldan; 280506
DELO NA BENCINSKEM SERVISU;4,00 €/h neto;ZAGORJE OB SAVI;Išèejo študenta/ko za delo na bencinskem servisu. Zahtevane izkušnje: delo s strankami, delo na blagajni, rokovanje z artikli, èišèenje in delovne navade. Prièakujejo: pozitivno naravnanost do dela, smisel za delo s strankami, komunikativnost, samoiniciativnost, sposobnost samostojnega in skupinskega dela, smisel za red in èistoèo, urejen videz.; 2 ; DALJ ÈASA; Med vikendom; 280504
DELO NA BENCINSKEM SERVISU;4,06 €/h neto;CELJE;Delo na bencinskem servisu. Pogoja: polnoletnost in lasten prevoz do delovnega mesta. Prièakuje se prijaznost, komunikativnost in urejenost.; 2 ; ZA DLJE ÈASA; Po dogovoru; 280503
GRAFIÈNO OBLIKOVANJE;4,50 €/h neto;POSLOVNA CONA KOMENDA;V mladem in dinamiènem kolektivu išèejo nekoga za pripravo in urejanje videoposnetkov in fotografij. Delo poteka med tednom v dopoldanskem èasu. Obvezno osnovno znanje grafiènega oblikovanja in želja po nadaljnem uèenju. Kasneje možnost redne zaposlitve. Prijave sprejemajo po telefonu ali na email.; 1 ; DLJE ÈASA; Dopoldan; 280502
ADMINISTRATIVNA DELA;6,00 €/h neto;PODGORJE PRI KAMNIKU;Za lažja pisarniška dela ter obèasno pomoè pri pakiranju išèejo osebo, ki se dobro znajde pri delu za raèunalnikom. Delo poteka v sprošèenem delovnem okolju v Podgorju pri Kamniku in obsega: komunikacija preko emaila, priprava raèunov, etiketiranje, obèasna pomoè pri odpremi blaga, vnašanje dobavnic ter ostalih dokumentov, ostala enostavna raèunalniška opravila. Prijavo pošlji na elektronski naslov.; 1 ; DLJE ÈASA; Dopoldan; 280501
POMOÈ PRI PRODAJI;5,07 €/h neto;LJUBLJANA ŠIŠKA;V prevzemnem mestu išèejo študenta/tko za pomoè pri prodaji. Prijave sprejemajo na email.; 1 ; CCA 2 MESECA, PO POTREBI; Izmensko; 280499
PROGRAMIRANJE;PO DOGOVORU;ŠKOFJA LOKA;Podjetje išèe front-end programerja za sodelovanje pri razvoju spletne aplikacije. Zaželeno je poznavanje frameworka Vue.js. Ob prijavi pošjite vaše referenène projekte in vašo vlogo v posameznih projektih.; 1 ; DLJE ÈASA; Po dogovoru; 280498
INFORMATIKA<strong>PROGRAMIRANJE</strong>;PO DOGOVORU;ŠKOFJA LOKA;Podjetje išèe CSS navdušenca, ki bo aplikacije, ki jih razvijajo, oblekel v novo, lepo podobo ter pri svojem delu sodeloval z oblikovalci.; 1 ; DLJE ÈASA; Po dogovoru; 280497
ADMINISTRATIVNA DELA;5,07 €/h neto;LJUBLJANA;Potrebujejo dva študenta/ki za ureditev arhiviranja pogodbene dokumentacije. ; 2 ; PREDVIDOMA 3 MESECE; Dopoldan; 280496
DEGUSTACIJE;5,07 €/h neto;NOVA GORICA;Išèejo osebo za izvajanje dela degustacije (4-5 degustacij na mesec). Pogoj: lasten prevoz. Delali se bodo petki in sobote. Prijavo pošlji na elektronski naslov.; 1 ; DLJE ÈASA; Med vikendom; 280495
DEGUSTACIJE;5,07 €/h neto;KOPER;Išèejo osebo za izvajanje dela degustacije (4-5 degustacij na mesec). Pogoj: lasten prevoz. Delali se bodo petki in sobote. Prijavo pošlji na elektronski naslov.; 1 ; DLJE ÈASA; Med vikendom; 280494
UREJANJE BESEDIL;10 - 20 € BRUTO PO ÈLANKU;LJUBLJANA IN OSTALI KRAJI;Tekstopisec za pisanje optimiziranih besedil za splet za slovenski, angleški, nemški, hrvaški in nizozemski jezik.  Zaželene izkušnje s kreativnim pisanjem, prevajanjem in urejanjem besedil in želja po raziskovalnem delu. Prijavo s telefonsko številko pošlji na e-naslov.; 5 ; DLJE ÈASA; Dopoldan; 280493
STREŽBA;4,22 €/h neto;KAMNIK;Išèejo osebo za strežbo v prijetni slašèièarni in kavarni. Zaželene izkušnje, niso pa pogoj.; 1 ; DLJE ÈASA; Izmensko; 280490
POMOÈ V TRGOVINI;4,22 €/h neto;LJUBLJANA RUDNIK;Podjetje potrebuje polnoletno osebo za delo v trgovini s modnimi oblaèili. Ponujajo zelo dinamièno in zanimivo delo. Išèejo komunikativne, simpatiène osebe, ki jih veseli delo z ljudmi in stimulativno plaèilo (urna postavka je za delo ob nedeljah tudi ustrezno višja).; 2 ; DLJE ÈASA; Izmensko; 280489
PRODAJA;4,00 €/h neto;VELENJE;Podjetje išèe osebo za pomoè pri prodaji obutve. Delo bo potekalo obèasno.; 1 ; DLJE ÈASA; Po dogovoru; 280488
PREVAJANJE<strong>ADMINISTRATIVNA DELA</strong>;5,00 €/h neto;LJUBLJANA - ŠIŠKA;Prevajanje razliène dokumentacije iz nemšèine v slovenšèino in obratno, pregledi in lekture razliènih besedil, pomoè pri tajniških in administrativnih delih, pomoè pri organizaciji dogodkov v podjetju, komuniciranje z zunanjimi partnerji, odlièno znanje slovenskega in nemškega jezika, aktivno znanje angleškega jezika, odliène komunikacijske sposobnosti, osnovno poznavanje prevajalskih orodij.; 1 ; PO DOGOVORU; dopoldan; 280487
FIZIÈNA DELA<strong>ELEKTROINŠTALACIJE</strong>;6,00 €/h neto;LJUBLJANA;Potrebujejo osebo za razna elektroinštalacijska dela na objektih (prevoz do objektov je organiziran s strani podjetja). Izkušnje so zaželene, niso pa pogoj.; 1 ; PO DOGOVORU; Po dogovoru; 280484
DELO V PROIZVODNJI;6,00 €/h neto;ŠKOFJA LOKA;Podjetje potrebuje osebo za delo v proizvodnji. Dela se z roènim orodjem, zato so nujne roène spretnosti. Zaželena je tehnièna izobrazba.; 3 ; PO DOGOVORU, LAHKO DLJE ÈASA; Dopoldan; 280483
SERVISIRANJE RAÈUNALNIŠKE OPREME;6,76 €/h neto;LJUBLJANA;Podjetje, ki se ukvarja z nadzornimi sistemi, išèe študenta za delo na terenu in sedežu podjetja. Zahteve: poznavanje MS Office okolja, inštalacije operativnih sistemov in drugih programov, posameznih komponent raèunalnika ter sestavljanja. Pogoj: izpit B kategorije. Prijavo pošlji na elektronski naslov.; 1 ; PO DOGOVORU; Dopoldan; 280482
ADMINISTRATIVNA DELA<strong>DELO V LOGISTIKI</strong>;5,00 €/h neto;LJUBLJANA;"Išèejo osebo za pomoè pri spremljanju prodajnih kampanj in razporejanju zalog v skladu z njimi; upravljanju z zalogami v raè. programih; pregledovanju planov prodajnih kanalov in usklajenost s prodajnimi naèrti in roki; dnevni komunikaciji z dostavno službo; sledenju in koordinaciji vraèila palet. Pogoji: študent višjega letnika (prednost logistièna ali ekonomska smer študija); odlièno znanje MS Office (predvsem Excel); aktivno znanje angleškega jezika; analitiènost, natanènost, doslednost."; 1 ; PO DOGOVORU; Dopoldan; 280481
DELO V PROIZVODNJI;5,07 €/h neto;KRANJ, LABORE;Podjetje potrebuje polnoletne, vestne in zanesljive osebe za lažja dela v proizvodnji. Delo poteka v urejenem okolju (PRINT) in ni fizièno zahtevno. Delovnik je deljen, ob sobotah se dela le po potrebi in dogovoru, nedelje so proste. Podjetje nudi možnost kasnejše zaposlitve. Interesenti naj poklièejo ali pošljejo vlogo na kontakt podjetja.; 3 ; DLJE ÈASA, PO POTREBI, DOGOVORU; Izmensko; 280480
DELO V PROIZVODNJI;5,07 €/h neto;KRANJ;Podjetje potrebuje polnoletne osebe za pomoè pri pakiranju zraènic ter pomoè pri izdelavi profilov. Popoldanska izmena je plaèana 20% veè, noèna pa 50 % veè na doloèeno urno postavko. Možnost tudi procenta na pridnost. Interesenti naj poklièejo na kontakt podjetja; 3 ; DLJE ÈASA, PO POTREBI, DOGOVORU; Izmensko; 280479
PAKIRANJE;4,00 €/h neto;KRANJ;Podjetje potrebuje pomoè pri pakiranju. Delo obsega: zlaganje škatel, pakiranje izdelkov v škatle, deklariranje in èišèenje prostora. Prijavo z dosedanjimi izkušnjami pošljite na email.; 1 ; DLJE ÈASA; Dopoldan; 280478
DELO NA RECEPCIJI;4,65 €/h neto;LJUBLJANA;V mladem in dinamiènem kolektivu potrebujejo osebo za delo na recepciji in v strežbi. Pogoji: starost nad 21 let in znanje vsaj enega tujega jezika. Delo poteka tudi med vikendi in prazniki. Izkušnje niso pogoj, so pa zaželene. Prijave z opisom izkušenj sprejemajo na e-mail.; 1 ; DLJE ÈASA; Po dogovoru; 280477
