delovno_mesto;placilo;lokacija;opis;st_prostih_mest;trajanje;delovnik;sifra
PROGRAMIRANJE;6.76;LJUBLJANA;V ekipi razvoja po naročilu iščejo študenta/ko, ki bo sodelovala pri razvoju programske opreme na področju kontrole pristopa, evidence delovnega časa in logistike tako na področju Slovenije kot tudi v tujini. Zaželena predznanja: C#, Angular in timski duh. Nudijo mentorstvo odličnih strokovnjakov, delo v super ekipi in plačilo, ki narašča s pridobitvijo novih znanj. Prijave sprejemamo na e-mail.;1; DLJE ČASA; Dopoldan;280534

PRODAJA;4.00;CELJE;Podjetje za dlje časa išče osebo, staro nad 19 let, z izkušnjami v prodaji in pri delu na blagajni. Interesenti pokličite na kontakt podjetja. Delo poteka pretežno med tednom, po potrebi.;1; DLJE ČASA; Po dogovoru;280533

PRODAJA;4.00;KOPER;Nudijo delo v prijetnem kolektivu, kjer je dobrodošlo znanje izdelkov in tehnik za ustvarjanje, kar pa ni pogoj. Pogoj je, da radi ustvarjate, ste komunikativni, natančni in vestni.;1; DLJE ČASA; Izmensko;280530

PRODAJA;4.00;MIKLAVŽ NA DRAVSKEM POLJU;Podjetje potrebuje polonoletno in  odgovorno osebo za prodajo v trgovini z moto in nautično opremo (svetovanje, sestava ponudb, komunikacija po telefonu, delo na blagajni, naročanje in prevzem robe). Plačajo tudi stimulacijo. Pogoji: polnoletnost, ljubiteljsko ukvarjanje z motoristiko in nautiko, znanje angleškega ali nemškega jezika,  sposobnost dela v timu. Prijave pošljite na e-mail podjetja.;1; DLJE ČASA; Po dogovoru;280529

LAŽJA FIZIČNA DELA;5.07;LJUBLJANA;Delo v prevzemno izdajnem centru spletne trgovine obsega lažja fizična dela, pakiranje, prevzemanje in odpremo blaga. Pogoji: starost nad 18 let, natančnost, vestnost in komunikativnost.;1; DLJE ČASA; Dopoldan;280528

ČIŠČENJE;5.07;LJUBLJANA;Enostavna dela pri čiščenju elementov prezračevalnih sistemov. Dnevi in delovni čas po dogovoru. Stroški bodo povrnjeni. Pogoja sta starost nad 18 let in ustrezna fizična moč. Pokliči.;1; DLJE ČASA; Po dogovoru;280527

POMOČ V TRGOVINI;4.00;DOMŽALE;Podjetje išče polnoletnega študenta/ko za pomoč pri prodaji v trgovini z darilnim programom. Če vas zanima delo z ljudmi in imate radi zanimive pripomočke za dom in prosti čas z vsega sveta, se oglasite. Delo poteka po razporedu, določenem za mesec vnaprej. Za delo ob nedeljah in praznikih je urna postavka 9,46 € bruto, med tednom 4,73 € bruto.;1; DLJE ČASA; Izmensko;280526

FIZIČNA DELA;6.00;ROGLA;Podjetje išče dve osebi za pomoč pri raznostu materiala. Delo bo poteklo dva dni, pričetek je že danes. Ob urni postavki nudijo povrnjene stroške prevoza.;2; 2 DNI - 29. IN 30.10.2018; Po dogovoru;280523

SELITVE;5.00;LJUBLJANA;Selitev arhiva. Delo bo potekalo v ponedeljek in torek.;1; OD 29. DO 30. 10. 2018; Dopoldan;280522

KIDANJE SNEGA;6.91;KAMNIK;V zimskem času (v primeru sneženja) iščejo kandidata za urejanje poti v soseski Mali grad v Kamniku. Zaželene so izkušnje in hitra odzivnost.;1; DLJE ČASA; Po dogovoru;280521

KIDANJE SNEGA;7.00;LJUBLJANA;V zimskem času (v primeru sneženja) iščejo dva kandidata za kidanje snega. Glavnino naredijo plugi, potrebno pa je odmetati preostanek snega oziroma urediti potke. Delo je odvisno od vremenskih razmer. Zaželena je hitra odzivnost.;2; DLJE ČASA; Po dogovoru;280520

DELO V AVTOPRALNICI;5.00;LAVRICA;Delo v avtopralnici na predpranju in na notranjem čiščenju vozil, skrb za urejenost delavnega okolja.  Delo ne poteka ob nedeljah in praznikih.;1; DLJE ČASA; Po dogovoru;280519

PRODAJA;4.00;KRANJ;Prodaja copat na stojnici. Zaželene so izkušnje v prodaji ali strežbi. Kandidat/ka mora obvezno imeti čas za delo ob ponedeljkih in torkih eno izmeno - 6 ur, preostale dni po dogovoru. Pri prijavi navedi tudi svojo telefonsko številko. Zraven urne postavke še stimulacija.;1; DLJE ČASA; Izmensko;280518

TEŽJA FIZIČNA DELA;7.00;MARIBOR;Za pomoč pri težjih fizičnih delih (poglobitev kleti) potrebujejo pomoč dveh oseb.;2; CCA 15 UR; Po dogovoru;280517

STREŽBA;5.00;DOMŽALE;Dnevni bar išče osebo za delo v strežbi. Možnost redne zaposlitve. Izkušnje niso potrebne.;2; DLJE ČASA; Po dogovoru;280516

PRODAJA;5.00;LJUBLJANA;Pri prodaji slovenskih, lokalnih izdelkov v novi trgovinici v centru Ljubljane, iščejo odgovorno in komunikativno osebo z odličnim znanjem angleščine, saj je večina kupcev tujcev. Oseba naj bo klepetava, samozavestna in stara vsaj 21 let. Želijo si osebo z nekaj izkušnjami in veseljem do prodaje ter komuniciranjem s strankami. Možnost kasnejše redne zaposlitve.;2; DLJE ČASA; Po dogovoru;280515

POMOČ V STREŽBI;4.50;HOČE;Pomoč v strežbi. Dela se 2 do 3 x tedensko, v popoldanskem času, med 15. in 22. uro ali po dogovoru. Zaželene so izkušnje in znanje dela za točilnim pultom. Pogoj je starost nad 20 let.;1; PO DOGOVORU, 2 DO 3 X TEDENSKO; Popoldan;280514

POMOČ V STREŽBI;4.73;JARENINA;Podjetje išče osebo za pomoč pri strežbi pijač.;1; DLJE ČASA; Izmensko;280513

DELO NA BENCINSKEM SERVISU;4.00;DOMŽALE;V ekipo sprejmejo vestno in urejeno osebo, ki si želi nabrati izkušenj v prodaji. Oseba naj bo komunikativna, prilagodljiva, poštena in organizirana. Delovni čas je fleksibilen, ekipa mlada in razigrana. Potrebujejo kandidate za dlje časa, za delo med vikendi ali delo med počitnicami.;2; DLJE ČASA; Izmensko;280512

TRŽENJE;4.31;LJUBLJANA;Zavod potrebuje osebo za delo v založništvu (trženje).Zaželeno je poznavanje tematike s področja pravic in zaščite živali ter kulture veganstva oziroma vegetarijanstva. Delo obsega tudi  promocijo in distribucijo literature.;1; PO DOGOVORU; Po dogovoru;280511

TRŽENJE;4.31;MARIBOR;Zavod potrebuje osebo za delo v založništvu (trženje).Zaželeno je poznavanje tematike s področja pravic in zaščite živali ter kulture veganstva oziroma vegetarijanstva. Delo obsega tudi  promocijo in distribucijo literature.;1; PO DOGOVORU; Po dogovoru;280510

TRŽENJE;4.31;CELJE;Zavod potrebuje osebo za delo v založništvu (trženje).Zaželeno je poznavanje tematike s področja pravic in zaščite živali ter kulture veganstva oziroma vegetarijanstva. Delo obsega tudi  promocijo in distribucijo literature.;1; DLJE ČASA; Po dogovoru;280509

PROGRAMIRANJE;7.00;LJUBLJANA;Podjetje razvija poslovne aplikacije v T-SQL (Microsoft SQL) in programskem okolju Delphi (namizne, spletne, mobilne). Pogoji: študent/ka FRI, starost najmanj 21 let in kljub temu, da se boš vsega potrebnega naučil/a v podjetju, je obvezno dobro poznavanje vsaj enega programskega jezika (Java, Pythod, PHP, C#, ASP, Delphi ...). Prijavo pošlji na e-naslov.;2; DLJE ČASA; Dopoldan;280508

POMOČ V STREŽBI;5.07;LJUBLJANA;Delo v strežbi poteka med vikendi in po potrebi med tednom. Izkušnje so zaželene. Pokliči ali pošlji prijavo na e-naslov.;2; DLJE ČASA; med vikendom;280507

FIZIČNA DELA;4.23;LUCIJA;Delo v trgovini, delo v skladišču. Pogoja: starost nad 18 let in izpit B kategorije.;1; DLJE ČASA; Popoldan;280506

DELO NA BENCINSKEM SERVISU;4.00;ZAGORJE OB SAVI;Iščejo študenta/ko za delo na bencinskem servisu. Zahtevane izkušnje: delo s strankami, delo na blagajni, rokovanje z artikli, čiščenje in delovne navade. Pričakujejo: pozitivno naravnanost do dela, smisel za delo s strankami, komunikativnost, samoiniciativnost, sposobnost samostojnega in skupinskega dela, smisel za red in čistočo, urejen videz.;2; DALJ ČASA; med vikendom;280504

DELO NA BENCINSKEM SERVISU;4.06;CELJE;Delo na bencinskem servisu. Pogoja: polnoletnost in lasten prevoz do delovnega mesta. Pričakuje se prijaznost, komunikativnost in urejenost.;2; ZA DLJE ČASA; Po dogovoru;280503

GRAFIČNO OBLIKOVANJE;4.50;POSLOVNA CONA KOMENDA;V mladem in dinamičnem kolektivu iščejo nekoga za pripravo in urejanje videoposnetkov in fotografij. Delo poteka med tednom v dopoldanskem času. Obvezno osnovno znanje grafičnega oblikovanja in želja po nadaljnem učenju. Kasneje možnost redne zaposlitve. Prijave sprejemajo po telefonu ali na email.;1; DLJE ČASA; Dopoldan;280502

ADMINISTRATIVNA DELA;6.00;PODGORJE PRI KAMNIKU;Za lažja pisarniška dela ter občasno pomoč pri pakiranju iščejo osebo, ki se dobro znajde pri delu za računalnikom. Delo poteka v sproščenem delovnem okolju v Podgorju pri Kamniku in obsega: komunikacija preko emaila, priprava računov, etiketiranje, občasna pomoč pri odpremi blaga, vnašanje dobavnic ter ostalih dokumentov, ostala enostavna računalniška opravila. Prijavo pošlji na elektronski naslov.;1; DLJE ČASA; Dopoldan;280501

POMOČ PRI PRODAJI;5.07;LJUBLJANA;V prevzemnem mestu iščejo študenta/tko za pomoč pri prodaji. Prijave sprejemajo na email.;1; CCA 2 MESECA, PO POTREBI; Izmensko;280499

ADMINISTRATIVNA DELA;5.07;LJUBLJANA;Potrebujejo dva študenta/ki za ureditev arhiviranja pogodbene dokumentacije. ;2; PREDVIDOMA 3 MESECE; Dopoldan;280496

DEGUSTACIJE;5.07;NOVA GORICA;Iščejo osebo za izvajanje dela degustacije (4-5 degustacij na mesec). Pogoj: lasten prevoz. Delali se bodo petki in sobote. Prijavo pošlji na elektronski naslov.;1; DLJE ČASA; med vikendom;280495

DEGUSTACIJE;5.07;KOPER;Iščejo osebo za izvajanje dela degustacije (4-5 degustacij na mesec). Pogoj: lasten prevoz. Delali se bodo petki in sobote. Prijavo pošlji na elektronski naslov.;1; DLJE ČASA; med vikendom;280494

STREŽBA;4.22;KAMNIK;Iščejo osebo za strežbo v prijetni slaščičarni in kavarni. Zaželene izkušnje, niso pa pogoj.;1; DLJE ČASA; Izmensko;280490

POMOČ V TRGOVINI;4.22;LJUBLJANA;Podjetje potrebuje polnoletno osebo za delo v trgovini s modnimi oblačili. Ponujajo zelo dinamično in zanimivo delo. Iščejo komunikativne, simpatične osebe, ki jih veseli delo z ljudmi in stimulativno plačilo (urna postavka je za delo ob nedeljah tudi ustrezno višja).;2; DLJE ČASA; Izmensko;280489

PRODAJA;4.00;VELENJE;Podjetje išče osebo za pomoč pri prodaji obutve. Delo bo potekalo občasno.;1; DLJE ČASA; Po dogovoru;280488

PREVAJANJE;5.00;LJUBLJANA;Prevajanje različne dokumentacije iz nemščine v slovenščino in obratno, pregledi in lekture različnih besedil, pomoč pri tajniških in administrativnih delih, pomoč pri organizaciji dogodkov v podjetju, komuniciranje z zunanjimi partnerji, odlično znanje slovenskega in nemškega jezika, aktivno znanje angleškega jezika, odlične komunikacijske sposobnosti, osnovno poznavanje prevajalskih orodij.;1; PO DOGOVORU; dopoldan;280487

FIZIČNA DELA;6.00;LJUBLJANA;Potrebujejo osebo za razna elektroinštalacijska dela na objektih (prevoz do objektov je organiziran s strani podjetja). Izkušnje so zaželene, niso pa pogoj.;1; PO DOGOVORU; Po dogovoru;280484

DELO V PROIZVODNJI;6.00;ŠKOFJA LOKA;Podjetje potrebuje osebo za delo v proizvodnji. Dela se z ročnim orodjem, zato so nujne ročne spretnosti. Zaželena je tehnična izobrazba.;3; PO DOGOVORU, LAHKO DLJE ČASA; Dopoldan;280483

SERVISIRANJE RAČUNALNIŠKE OPREME;6.76;LJUBLJANA;Podjetje, ki se ukvarja z nadzornimi sistemi, išče študenta za delo na terenu in sedežu podjetja. Zahteve: poznavanje MS Office okolja, inštalacije operativnih sistemov in drugih programov, posameznih komponent računalnika ter sestavljanja. Pogoj: izpit B kategorije. Prijavo pošlji na elektronski naslov.;1; PO DOGOVORU; Dopoldan;280482

ADMINISTRATIVNA DELA;5.00;LJUBLJANA;"Iščejo osebo za pomoč pri spremljanju prodajnih kampanj in razporejanju zalog v skladu z njimi; upravljanju z zalogami v rač. programih; pregledovanju planov prodajnih kanalov in usklajenost s prodajnimi načrti in roki; dnevni komunikaciji z dostavno službo; sledenju in koordinaciji vračila palet. Pogoji: študent višjega letnika (prednost logistična ali ekonomska smer študija); odlično znanje MS Office (predvsem Excel); aktivno znanje angleškega jezika; analitičnost, natančnost, doslednost.";1; PO DOGOVORU; Dopoldan;280481

DELO V PROIZVODNJI;5.07;KRANJ, LABORE;Podjetje potrebuje polnoletne, vestne in zanesljive osebe za lažja dela v proizvodnji. Delo poteka v urejenem okolju (PRINT) in ni fizično zahtevno. Delovnik je deljen, ob sobotah se dela le po potrebi in dogovoru, nedelje so proste. Podjetje nudi možnost kasnejše zaposlitve. Interesenti naj pokličejo ali pošljejo vlogo na kontakt podjetja.;3; DLJE ČASA, PO POTREBI, DOGOVORU; Izmensko;280480

DELO V PROIZVODNJI;5.07;KRANJ;Podjetje potrebuje polnoletne osebe za pomoč pri pakiranju zračnic ter pomoč pri izdelavi profilov. Popoldanska izmena je plačana 20% več, nočna pa 50 % več na določeno urno postavko. Možnost tudi procenta na pridnost. Interesenti naj pokličejo na kontakt podjetja;3; DLJE ČASA, PO POTREBI, DOGOVORU; Izmensko;280479

PAKIRANJE;4.00;KRANJ;Podjetje potrebuje pomoč pri pakiranju. Delo obsega: zlaganje škatel, pakiranje izdelkov v škatle, deklariranje in čiščenje prostora. Prijavo z dosedanjimi izkušnjami pošljite na email.;1; DLJE ČASA; Dopoldan;280478

DELO NA RECEPCIJI;4.65;LJUBLJANA;V mladem in dinamičnem kolektivu potrebujejo osebo za delo na recepciji in v strežbi. Pogoji: starost nad 21 let in znanje vsaj enega tujega jezika. Delo poteka tudi med vikendi in prazniki. Izkušnje niso pogoj, so pa zaželene. Prijave z opisom izkušenj sprejemajo na e-mail.;1; DLJE ČASA; Po dogovoru;280477

VNOS PODATKOV V RAČUNALNIK;5.00;LJUBLJANA;Podjetje potrebuje več študentov/-tk za vnos metapodatkov. Delovni čas je od 14.30 do 22.30 ure (brez vikendov). Potrebno je znanje hitrega tipkanja in predvsem natančnost.;9; DO 15.11.2018; Popoldan;280474

POMOČ PRI PRODAJI;5.00;LJUBLJANA;Podjetje potrebuie polnoletne osebe za pomoč pri prodaji v pekarni v trgovskem centru.;3; DLJE ČASA; Izmensko;280472

DELO V PROIZVODNJI;4.22;PREBOLD;Pogoj je starost nad 18 let.;1; CCA.2 MESECE; Po dogovoru;280471

POUČEVANJE;10.00;LJUBLJANA;Poučevanje kemije. Pogoja: starost nad 22 let, absolvent/ka kemije ali kemijske tehnologije ali podobne ustrezne smeri študija. Pokliči.;1; PO DOGOVORU; Dopoldan;280470

MEDICINSKA SESTRA;5.00;LJUBLJANA;Iščejo študenta/tko višjega letnika zdravstvenih smeri za opravljanje meritev sladkorja v krvi ter osnovnim poznavanjem sladkorne bolezni. Obvezne so natančnost, urejenost in osebna higiena. Prijave sprejemajo po e-mailu.;1; DO 30.11., MOŽNOST PODALJŠANJA SODELOVANJA; Po dogovoru;280469

POUČEVANJE;6.97;LJUBLJANA;Iščejo učitelja albanskega jezika za poučevanje odraslih. Plačilo je 8,25 €/šolsko uro bruto. Pogoji: izkušnje s poučevanjem odraslih, zanesljivest in komunikativnost. Predstavitev z opisom izkušenj pošljite na e-mail (v polje Zadeva napišite: poučevanje albanskega jezika).;1; DLJE ČASA; Dopoldan;280466

VNOS PODATKOV V RAČUNALNIK;4.00;PTUJ;Podjetje potrebuje vestno, zanesljivo in natančno osebo za lažja pisarniška dela - vnos podatkov v računalnik. Pričetek dela bo 5.11.2018 in traja do  decembra 2018 v dopoldanskem času, oz. po pogovoru in potrebi. Interesenti naj pokličejo do 17. ure, ali napišejo vlogo na kontakt podjetja.;1; NOVEMBER IN DECEMBER 2018; Dopoldan;280465

POMOČNIK VZGOJITELJA;4.50;KOMENDA;Iščejo pomoč vzgojitelju pri varstvu predšolskih otrok. Delovne izkušnje so zaželene (najmanj 2 leti na podobnem delovnem mestu).;1; PO DOGOVORU; Dopoldan;280464

DELO S STRANKAMI;4.00;LJUBLJANA;Potrebujejo osebo za delo cvetličarja oziroma oblikovalca. Pogoji za delo so: smisel za estetiko, fotografijo in oblikovanje (ročne spretnosti), natančnost, dobro pisno in ustno znanje angleškega jezika in odlično izražanje v slovenskem jeziku. Potrebna sta tudi vozniški izpit B kategorije in lasten prevoz.;1; PO DOGOVORU; Dopoldan;280462

PRODAJA;4.22;LJUBLJANA;Pogoji: dobro poznavanje popotniške, pohodniške in alpinistične opreme ter starost nad 21 let. Zaželeno: prijaznost, ustrežljivost in prilagodljivost za delo v timu. Plačilo: 5 € bruto/h + stimulacija, Prijavo s pripisom kraja dela in CV pošlji na e-naslov.;1; DLJE ČASA; Izmensko;280461

PRODAJA;4.22;KRANJ;Pogoji: dobro poznavanje popotniške, pohodniške in alpinistične opreme ter starost nad 21 let. Zaželeno: prijaznost, ustrežljivost in prilagodljivost za delo v timu. Plačilo: 5 € bruto/h + stimulacija, Prijavo s pripisom kraja dela in CV pošlji na e-naslov.;1; DLJE ČASA; Izmensko;280460

ANKETIRANJE;5.36;LJUBLJANA;Potrebujejo več oseb za anketiranje turistov v centru Ljubljane. Delo bo potekalo v dveh izmenah vsak dan, vključno s prazniki. Pogoj je znanje angleškega jezika, dodatni tuji jeziki (italijanski, španski jezik) so dobrodošla prednost. Od kandidatov pričakujejo zanesljivost, delavnost, komunikativnost in prijazen pristop do anketirancev. Prijavo pošlji na e-mail.;5; PO DOGOVORU; Izmensko;280458

TAJNIŠKA DELA;4.00;CELJE;Iščejo komunikativno in prijazno osebo za osnovna tajniška in administrativna dela (naročanje strank, prebiranje e-pošte, pregled dokumentov ...). Pogoj je aktivno znanje angleškega jezika - prevajanje, tolmačenje. Delo poteka med tednom - od ponedeljka do petka.;1; DLJE ČASA; Po dogovoru;280457

STREŽBA;4.00;CELJE;Strežba v prijetnem lokalu.  Zaželene so izkušnje v strežbi. Nudijo dobro plačilo. Delo poteka tudi med vikendi. Urna postavka se giblje med 4.73 in 6 € bruto.;1; DLJE ČASA; Izmensko;280456

POMOČ V TRGOVINI;4.39;CELJE CITYCENTER;Pomoč pri prodaji tekstilnih izdelkov za dom. Za delovni čas se dogovoriš.;1; DLJE ČASA; Po dogovoru;280455

DELO V PROIZVODNJI;4.22;BREG PRI MAJŠPERKU;Podjetje potrebuje dve polnoletni osebi za enostavna, pomožna dela v proizvodnji. Gre za proizvodni obrat za izdelovanje aluminijastega stavbnega pohištva, ki ima obratovalni čas od ponedeljka do četrtka od 7.00 do 15.30 in v petek do 13. ure. Za prijavo pokličite na kontakt podjetja.;2; DLJE ČASA; Dopoldan;280453

DELO V KUHINJI;4.39;LJUBLJANA;Iščejo osebo za delo v kuhinji. Pričetek dela je ob 7.00. Izkušnje so zaželene, niso pa pogoj.;1; PO DOGOVORU; Dopoldan;280452

INFORMATIKA;6.76;LJUBLJANA;Delo v informatiki v razgibanem okolju: programiranje, dokumentiranje, pomoč pri razvoju online trgovine. Pogoj: višji letnik ali absolvent FRI ali FMF. Pričakujejo poznavanje dobrih praks programiranja, dobro poznavanje relacijskih podatkovnih baz (Oracle, Postgres) ter osnovno poznavanje skriptnih jezikov (Perl, Python), programskega jezika C, unix sistemov in bash. Možnost kasnejše redne zaposlitve.;1; DLJE ČASA; Po dogovoru;280451

DELO S STRANKAMI;6.00;LJUBLJANA;Iščejo simpatične, nasmejane, odgovorne in energične osebe za delo v garderobi kluba. Delo je nočno, poteka med vikendi in občasno tudi med tednom. Klub obratuje od 22. do 5. ure, zato je polnoletnost pogoj. Če te veseli delo z ljudmi, pokliči ali pošlji prijavo na e-mail.;8; DLJE ČASA; Po dogovoru;280450

DELO V SKLADIŠČU;5.07;LJUBLJANA;V trgovskem centru iščejo študenta/ko za pomoč v skladišču: pomoč pri sprejemanju in skladiščenju blaga ter izdaji blaga.;1; DLJE ČASA; Izmensko;280449

PROGRAMIRANJE;7.18;LJUBLJANA;Potrebujejo razvijalca/ko z znanjem Djanga. Dodaten bonus je znanje Vue.js (ali Nuxt.js). Kandidatu nudijo uvajanje (100ur), kjer se bo priučil Vue.js. Med uvajanjem nudijo nižjo postavko. Pogoj: polnoletnost. Urnik dela je fleksibilen. Število ur, ki jih bo oseba opravila, je odvisno od zasedenosti kandidata.;2; DLJE ČASA; Dopoldan;280448

PROGRAMIRANJE;7.18;LJUBLJANA;V podjetju potrebujejo razvijalca/ko z znanjem PHP/MySQL. Kandidatu nudijo uvajanje (100ur). Med uvajanjem nudijo nižjo urno postavko. Pogoji: polnoletnost in predhodne izkušnje z vsaj enim PHP Frameworkom (Symfony, Codeigniter, Laravel ...). Urnik dela je fleksibilen. Število ur, ki jih bo oseba opravila, je odvisno od zasedenosti kandidata. Interesenti naj pokličejo ali pošljejo vlogo na kontakt.;1; DLJE ČASA; Dopoldan;280447

VULKANIZERSKA DELA;6.00;LJUBLJANA;Pomoč pri osnovnih vulkanizerskih  delih. Zagotovljen topel obrok.;1; OD 5. DO 23. 11. 2018; Dopoldan;280446

ADMINISTRATIVNA DELA;4.65;TRZIN;Potrebujejo polnoletno osebo za delo v prodajno nabavnem oddelku ter pomoč v drugih oddelkih. Pogoj: študent/ka višjega letnika Ekonomske fakultete ali druge smeri. Študentu/ki pripada tudi malica. Prijave sprejemajo na e-mail ali na telefon.;1; PO DOGOVORU; Dopoldan;280445
